Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
Reviews Importify | Q & A ," Easy and Simple way to Import Reviews from Amazon, Walmart, Esy, Jet, Aliexpress to your Store.  Easily Import Reviews from Marketplaces like Amazon, Ebay, Walmart, Easy, Jet, Aliexpress etc. to your store in just a few clicks. It allows to import reviews with images and videos. Reviews considered the most impotent factor for each shopping site that can help increase product sales. It supports reviews schema markup which allows you to show reviews in google search results. App provide automatic reviews sync option to instantly sync new reviews from marketplace after initial sync.   Easily Import Reviews from Marketplaces like Amazon, Ebay, Walmart, Easy, Jet, Aliexpress etc. to your store in just a few clicks. It allows to import reviews with images and videos. Reviews considered the most impotent factor for each shopping site that can help increase product sales. It supports reviews schema markup which allows you to show reviews in google search results. App provide automatic reviews sync option to instantly sync new reviews from marketplace after initial sync.  more         Easy way to Import Reviews from Amazon, Ebay, Walmart, Etsy, Jet & Aliexpress.         Multiple Reviews Display Section Template and Style Customization Options.         Supports Product Q & A, where customer can ask questions and admin can answer.         Provides Google Reviews XML Feed that can be used to submit Reviews to Google.         Provide option to create a carousel of selected reviews and place it anywhere .    ",Rating (4.7),125,"April 10, 2018","Product reviews, Product reviews",reviewsimportifyhelper@gmail.com
Product AB + Price A/B Testing ," The most trusted A/B testing platform for stores to maximize website conversion rates & sales.  With Trident A/B, you can run a/b tests on your product page, pricing, price testing, copywriting, images, product page layouts in order to find out what converts best. Unlike other third-party a/b testing apps, Trident A/B is fully integrated with Shopify and leverages Shopify\'s existing code-base and infrastructure to run its tests to ensure that you won\'t experience any slowdowns on your site\'s speed. Similar to Google Optimize, Optimizely, VWO and Omniconvert.   With Trident A/B, you can run a/b tests on your product page, pricing, price testing, copywriting, images, product page layouts in order to find out what converts best. Unlike other third-party a/b testing apps, Trident A/B is fully integrated with Shopify and leverages Shopify\'s existing code-base and infrastructure to run its tests to ensure that you won\'t experience any slowdowns on your site\'s speed. Similar to Google Optimize, Optimizely, VWO and Omniconvert.  more         Maximize Store Sales, Conversion Rates, and Profitability by A/B Testing         Site Speed is Important. Zero Impact on Website Load Time, Guaranteed         Intuitive Reporting & Powerful Analytics to Understand How to Improve your Site         Create Tests Without Coding and Without a Statistics Degree. Set up in Minutes.         Don\'t Leave Money on the Table - Traffic is Expensive to Acquire. Get Trident AB    ",Rating (5),21,"August 9, 2021","SEO, Store data - Other, SEO, Store data - Other",info@tridentab.com
Releasit Cash On Delivery ," Add a fee and hide/show Cash on Delivery (COD) based on any condition. Increase prepaid orders!  Releasit Cash On Delivery allows you to fully customize the Cash on Delivery payment method on your store. Add a custom fee (fixed value or percentage) to all your COD orders so that you can cover your additional costs and incentivize prepaid orders. Hide or show Cash on Delivery at checkout based on any condition (order total, customer country, products in the cart, and more). Configure the app on your store in less than 5 minutes with our simple step-by-step tutorials!   Releasit Cash On Delivery allows you to fully customize the Cash on Delivery payment method on your store. Add a custom fee (fixed value or percentage) to all your COD orders so that you can cover your additional costs and incentivize prepaid orders. Hide or show Cash on Delivery at checkout based on any condition (order total, customer country, products in the cart, and more). Configure the app on your store in less than 5 minutes with our simple step-by-step tutorials!  more         Add a custom fee to Cash on Delivery (fixed value or percentage)         NEW: hide or show Cash on Delivery for any condition (order total, country, ..)         NEW: hide Cash on Delivery for specific products or gift cards         Add an instructions message for COD (reduce RTO and customer confusion)         24/7 support on WhatsApp, Telegram and email    ",Rating (5),226,"July 9, 2021","Cash/collect on delivery (COD), Operations - Other, Cash/collect on delivery (COD), Operations - Other",support@releas.it
"Codisto Amazon, eBay & Walmart "," The easiest way to sell on Amazon, eBay, Google, Walmart and more directly from your online store.  Convert your Shopify store into a fully-featured omnichannel commerce platform, leveraging powerful automation and real-time sync to connect your brand with millions of new customers on the world’s leading online marketplaces. 

Codisto comes ‘launch ready’ meaning there is no re-platforming and no data migration required. 

Focus on growing your Shopify brand and let Codisto’s omnichannel automation drive more traffic, reach new customers, and increase revenue on global marketplaces today!   Convert your Shopify store into a fully-featured omnichannel commerce platform, leveraging powerful automation and real-time sync to connect your brand with millions of new customers on the world’s leading online marketplaces. 

Codisto comes ‘launch ready’ meaning there is no re-platforming and no data migration required. 

Focus on growing your Shopify brand and let Codisto’s omnichannel automation drive more traffic, reach new customers, and increase revenue on global marketplaces today!  more         Sell globally from any store currency, with automated currency conversion         Three unique listing modes to create new listings or link existing ones in bulk         100% real-time sync of inventory, orders, pricing and product details         Manage marketplace orders directly from Shopify         Free 24/7 global support via email, in-app live chat and phone    ",Rating (4.7),964,"September 19, 2017","Online marketplaces, Store data importers, Online marketplaces, Store data importers",support@codisto.com
UpCart—Cart Drawer Cart Upsell ," UpCart lets you create a custom, on-brand slide cart with upsells and add-ons to boost AOV.  UpCart is a full featured drawer cart builder that can automatically help you setup and customize an incredible cart experience. Our carts are designed to look and feel on-brand to the rest of your site. Keep your customers satisfied by providing an easy-to-use cart experience.

Moreover, use UpCart to increase your average order value with our upselling and cross-selling module and add-ons module. Create a sticky cart button to boost conversion rates and reduce cart abandonment.   UpCart is a full featured drawer cart builder that can automatically help you setup and customize an incredible cart experience. Our carts are designed to look and feel on-brand to the rest of your site. Keep your customers satisfied by providing an easy-to-use cart experience.

Moreover, use UpCart to increase your average order value with our upselling and cross-selling module and add-ons module. Create a sticky cart button to boost conversion rates and reduce cart abandonment.  more         Add in-cart upselling and cross-selling blocks to boost your AOV.         Show a free shipping bar or discount promotion bar to incentivize adding items.         Let customers know more about your brand/share updates via cart announcements.         Create an Add-On option for shipping insurance or other products of your choice.         Improve the view cart button\'s visibility with a sticky cart button.    ",Rating (5),272,"July 19, 2021","Cart modification, Upselling and cross-selling, Cart modification, Upselling and cross-selling",support@upcart.app
Hextom: Quick Announcement Bar ," Promote any sales on a fully customizable banner, increase customer awareness and boost sales  Always keeping your customers in the loop about your business updates, promotions, and events is a key element of managing customer relationships. Quick Announcement Bar makes this easier and quicker. You can add a fully customizable banner on your website with a few clicks, inform your customers.

You can have multiple bars shown in rotation or with various animations. You can offer different sales on different bars for different geo locations, customers, pages, etc, and optimize the return.   Always keeping your customers in the loop about your business updates, promotions, and events is a key element of managing customer relationships. Quick Announcement Bar makes this easier and quicker. You can add a fully customizable banner on your website with a few clicks, inform your customers.

You can have multiple bars shown in rotation or with various animations. You can offer different sales on different bars for different geo locations, customers, pages, etc, and optimize the return.  more         Present your sales events with a customized bar, increase awareness and sales         Advanced targeting geo location, customer, page, product, device targeting         Scheduling, you can plan sales in advance for events like Black Friday         Fully customizable with various rotation & animation, background images & styles         Supports all pages, 1-click to enable, no coding required    ",Rating (4.9),"5,399","October 21, 2015","Banners, Discounts, Banners, Discounts",help@hextom.com
Theme Scientist A/B Testing ," Easy A/B testing for stores. Schedule changes to see which A/B test boosts conversion.  The best way to increase sales? Learn what really makes your customers convert.

By A/B testing changes to your Shopify store, you can transform their experience and boost your conversion rate. Make the changes that make a difference.

Theme Scientist makes it simple. Each A/B test (of theme or product details eg images) delivers data that helps optimize your store and improve sales. Our scheduler allows you to time updates, giving you even deeper insight and control over customer experience.   The best way to increase sales? Learn what really makes your customers convert.

By A/B testing changes to your Shopify store, you can transform their experience and boost your conversion rate. Make the changes that make a difference.

Theme Scientist makes it simple. Each A/B test (of theme or product details eg images) delivers data that helps optimize your store and improve sales. Our scheduler allows you to time updates, giving you even deeper insight and control over customer experience.  more         Run A/B testing on your Shopify theme – learn what improves conversion rate         Run A/B testing on your products – change titles, descriptions, images and more         Use A/B test results to enhance your customer experience and store presentation         Easily schedule changes to your Shopify theme – great for timed promotions etc         Dedicated support – need a feature? We can help!    ",Rating (4.3),13,"March 5, 2020","Marketing analytics, Sales analytics, Marketing analytics, Sales analytics",1-855-751-2234
Ultimate GDPR EU Cookie Banner ," Easily add a cookie consent banner to your store to increase customer confidence and brand trust.  Set up the app in one click and feature a cookie consent banner in your store. 

Works with all Shopify themes and layouts. Our EU cookie bar will inform your customers that your store uses cookies. The banner closes automatically once the customer clicks on the button.

Get complete design control to match the cookie banner with your brand’s design perfectly. Change colors, fonts, texts, and layouts.   Set up the app in one click and feature a cookie consent banner in your store. 

Works with all Shopify themes and layouts. Our EU cookie bar will inform your customers that your store uses cookies. The banner closes automatically once the customer clicks on the button.

Get complete design control to match the cookie banner with your brand’s design perfectly. Change colors, fonts, texts, and layouts.  more         Inform your customers that your store is uses cookies for certain purposes         Get complete design control to perfectly match the cookie banner with your brand         Show cookie bar exclusively to EU store visitors or show it to all visitors         Control desktop and mobile placements of your cookie bar         Link to your privacy policy page    ",Rating (5),177,"July 27, 2020","Privacy, Privacy",support@conversionbear.com
Automizely Referral&Affiliate ," Best-in-class referral marketing app to help brands drive more sales through word-of-mouth marketing  Leverage word-of-mouth marketing to turn your customers into brand advocates. Motivate your existing customers to refer your brand to friends, family, and acquaintances to grow your business. Reward them for successful referrals and offer discounts to new referred customers on their next purchase. Invite and collaborate with influencers and pay commissions on new sales they drive to your store.   Leverage word-of-mouth marketing to turn your customers into brand advocates. Motivate your existing customers to refer your brand to friends, family, and acquaintances to grow your business. Reward them for successful referrals and offer discounts to new referred customers on their next purchase. Invite and collaborate with influencers and pay commissions on new sales they drive to your store.  more         1-click referral campaigns setup with unique referral links and reward coupons         Automated reward emails to advocates with easy-to-redeem coupon codes         Bulk email invites to influencers and easy monitoring through one dashboard         Free gifts to influencers as commission to reduce marketing costs         Easy widget text, color, and layout customization for a consistent experience    ",Rating (4.9),"1,291","June 15, 2021","Affiliate programs, Discounts, Affiliate programs, Discounts",support+loyalty@automizely.com
Rivo Popups ‑ Email Pop ups ," Build your email list & offer discounts using a beautiful popup that converts visitors to customers  Using Rivo Popups you can expand your audience by encouraging your visitors and customers to subscribe to your marketing list. You can customize the discount and pop up window any way you like, with our easy to use design style editor. Choose when and where your popup displays displays on your store using the form display rules settings. After a customer submits their email, the opt-ins are automatically added directly to your Shopify customer list for you to use in your email marketing.   Using Rivo Popups you can expand your audience by encouraging your visitors and customers to subscribe to your marketing list. You can customize the discount and pop up window any way you like, with our easy to use design style editor. Choose when and where your popup displays displays on your store using the form display rules settings. After a customer submits their email, the opt-ins are automatically added directly to your Shopify customer list for you to use in your email marketing.  more         Capture unlimited emails and build your customer list with a simple popup form         Design your popup form using our user-friendly style editor         Set specific popup timing, page display rules and manual or automatic discounts         Show a persistent sticky coupon bar to remind visitors to use their promotion         Use custom CSS code to add a unique look and feel, or import custom fonts    ",Rating (5),"3,830","January 11, 2022","Discounts, Popups, Discounts, Popups",help+pop@rivo.io
Klaviyo: Email Marketing & SMS ," Email and SMS marketing platform for ecommerce brands  Klaviyo is an official Shopify strategic partner. Brands like Glossier, Osea, and Loeffler Randall use Klaviyo to own their customer data while turning transactions into productive long-term relationships—at scale. From the same platform, you can use Klaviyo’s suite of proven email and SMS templates to automate personalized communications like price drop alerts, friendly cart reminders, and just-in-time recommendations––which means no more ineffective batching and blasting.   Klaviyo is an official Shopify strategic partner. Brands like Glossier, Osea, and Loeffler Randall use Klaviyo to own their customer data while turning transactions into productive long-term relationships—at scale. From the same platform, you can use Klaviyo’s suite of proven email and SMS templates to automate personalized communications like price drop alerts, friendly cart reminders, and just-in-time recommendations––which means no more ineffective batching and blasting.  more         Sync all-time Shopify data––website activity, tags, catalog, coupons, and more         Build detailed audience segmentation with predictive analytics         Built-in Shopify automations like Back in Stock, Browse Abandon, and Price Drop         Get real-time revenue data per automation, campaign, segment, and channel         Send dynamic coupon codes for VIPs, delays, abandoned carts, winback, and more    ",Rating (3.9),"1,672","September 20, 2012","Email marketing, SMS marketing, Email marketing, SMS marketing",support@klaviyo.com
Hulk Form Builder ," Build powerful forms with our easy-to-use Form Builder app.  With our Form Builder app, you can design basic or complex forms for your store. The app has a lot of different types of forms, a smooth workflow, compatibility with the most recent themes, and Google reCaptcha to stop fake submissions. You can also change the look of every part of your form, keep track of UTMs, and upload multiple files and images. It\'s simple, looks great, and has excellent performance while being fully mobile responsive on any device.   With our Form Builder app, you can design basic or complex forms for your store. The app has a lot of different types of forms, a smooth workflow, compatibility with the most recent themes, and Google reCaptcha to stop fake submissions. You can also change the look of every part of your form, keep track of UTMs, and upload multiple files and images. It\'s simple, looks great, and has excellent performance while being fully mobile responsive on any device.  more         Easily create forms and gather data from your customers, including file uploads.         Design your forms by using conditional and dynamic field logic.         Personalized forms are designed to fit the aesthetic of your shop.         We provide immense storage amounts, allowing you to upload more files.         Use Form Builder to connect your custom email domains to other apps seamlessly.    ",Rating (4.7),637,"August 11, 2017
          ·","Contact form, Feedback and surveys, Contact form, Feedback and surveys",(312) 600-5225
ShipScout ‑ A/B Test Shipping ," Optimize your store and maximize profits by A/B testing shipping rates and free shipping thresholds.  ShipScout enables you to test different shipping rates & free shipping thresholds to find the most effective solution in terms of price & customer satisfaction. Free shipping is a powerful incentive. Exponentially increase conversion rates by A/B testing shipping rates & free thresholds. Merchants can customize any component of the site to show variant-specific data based on the visitor. See real-time results via the dashboard & optimize your shipping rates to find the most lucrative solution.   ShipScout enables you to test different shipping rates & free shipping thresholds to find the most effective solution in terms of price & customer satisfaction. Free shipping is a powerful incentive. Exponentially increase conversion rates by A/B testing shipping rates & free thresholds. Merchants can customize any component of the site to show variant-specific data based on the visitor. See real-time results via the dashboard & optimize your shipping rates to find the most lucrative solution.  more         Test free shipping thresholds to see how it affects your CVR, AOV and profit.         A/ B test flat rates (e.g. a $5 vs $8) to see the impact on conversion rates.         Customization - mix and match flat rates & free thresholds into a single test.         View real-time test results via the dashboard. We provide CSV exports.         We integrate with the official Shopify carrier services API. Low speed impact.    ",Rating (5),18,"July 22, 2020","Shipping rate calculator, Order and shipping reports, Shipping rate calculator, Order and shipping reports",support@shipscout.app
Shopney ‑Mobile App Builder ," Turn your store into iOS & Android mobile apps. Generate more sales and decrease marketing ad spend.  It takes only few hours to have a world-class mobile app better than your mobile website. Better shopping means more sales. So, it will increase mobile conversion rates inevitably.

You will have push notifications, the single most effective marketing tool out there. They will be unlimited, and automated with all sorts. So, it saves a big chunk of your marketing ad spend & increases sales even more.

See below to learn what more Shopney has to offer to grow your store faster and stronger:   It takes only few hours to have a world-class mobile app better than your mobile website. Better shopping means more sales. So, it will increase mobile conversion rates inevitably.

You will have push notifications, the single most effective marketing tool out there. They will be unlimited, and automated with all sorts. So, it saves a big chunk of your marketing ad spend & increases sales even more.

See below to learn what more Shopney has to offer to grow your store faster and stronger:  more         Perfect product merchandising with various theme (layout) options in PDP and PLP         Personalized shopping experience & real-time connection with in-app live chat.         Rich integration suite with top Shopify apps. Bring along your must-have apps.         One-of-a-kind customer support from get go. Work with people want you to grow!         Smart tools, insights and tactics to get app installs. We know how it\'s done!    ",Rating (5),691,"July 5, 2019","Mobile app builder, Push notifications, Mobile app builder, Push notifications",support@shopney.co
GovX ID Exclusive Discounts ," Launch a protected discount offer for military, first responders, nurses & teachers.  Verifying a customer\'s group affiliation online is difficult. So how do you protect your military, first responder, nurse or teacher discount from fraud? Let GovX ID handle the verification for you! GovX ID verifies your customer\'s group affiliation in seconds and distributes secure, single-use discount codes - all without the customer leaving your website. GovX ID helps you acquire new customers and create customer loyalty while eliminating discount fraud.   Verifying a customer\'s group affiliation online is difficult. So how do you protect your military, first responder, nurse or teacher discount from fraud? Let GovX ID handle the verification for you! GovX ID verifies your customer\'s group affiliation in seconds and distributes secure, single-use discount codes - all without the customer leaving your website. GovX ID helps you acquire new customers and create customer loyalty while eliminating discount fraud.  more         Deploys seamlessly into your store theme with the click of a button         Customize the verification flow with your brand logo and welcome message         Creates single-use discount codes natively in your store for approved customers         Mobile-friendly, fast and secure verification process         Real-time verification for military, first responders, nurses, teachers and more    ",Rating (5),176,"October 15, 2019","Discounts, Discounts",partnersupport@govx.com
XO Gallery ," Embedding a photo gallery into your store is incredibly easy with XO Gallery.  XO Gallery offers a ton of great features to customize your gallery until you\'re satisfied. It supports modern Grid, Masonry, Stack, Justified, Carousel and Slider layouts. Not only that, but you can even customize each photo in the gallery and even modify them for desktop, laptop, mobile and tablet to suit your liking.

Designing with the user in mind, XO Gallery is a mobile-first responsive app that gorgeously displays your gallery regardless of the device your visitors are viewing it with.   XO Gallery offers a ton of great features to customize your gallery until you\'re satisfied. It supports modern Grid, Masonry, Stack, Justified, Carousel and Slider layouts. Not only that, but you can even customize each photo in the gallery and even modify them for desktop, laptop, mobile and tablet to suit your liking.

Designing with the user in mind, XO Gallery is a mobile-first responsive app that gorgeously displays your gallery regardless of the device your visitors are viewing it with.  more         Create any number of galleries with unlimited photos.         Easy to upload and organize.         Hotstpot/lookbook: tag products into image.         Function smoothly on every screen-size to never miss a potential customer.    ",Rating (4.9),126,"September 26, 2018
          ·","Lookbooks, Image galleries, Lookbooks, Image galleries",hi@xotiny.com
Sticky Add To Cart by The GAF ," When the customer scrolls the page, Sticky ATC makes potential users pay attention to your products.  Increase your revenue by having a smart sticky product bar, which will make potential customers pay attention to your products. 

Our Sticky Add To Cart app will know when the customer tends to scroll up & is looking to add product to the cart. It appears at just the right time, in the right place. This is for the ultimate convenience while still keeping customers focused on the main contents, like description, features…etc. you can modify everything you want to match your online store perfects.   Increase your revenue by having a smart sticky product bar, which will make potential customers pay attention to your products. 

Our Sticky Add To Cart app will know when the customer tends to scroll up & is looking to add product to the cart. It appears at just the right time, in the right place. This is for the ultimate convenience while still keeping customers focused on the main contents, like description, features…etc. you can modify everything you want to match your online store perfects.  more         Modify everything you want to match your online store perfectly.         Auto Enclose to any themes, including the most popular themes on the market.         Show Sticky Add to Cart Bar on your home page or any of the pages.         Support Multi stores + Multi-currency + Multi Language (Automatic)         Fast CDN-based performance + Integrated with Google Analytics    ",Rating (4.9),82,"June 16, 2017","Popups, Popups",kurveej@gmail.com
